CODI_PROGRAMA;CODEX;CODASS;CREDITS;CURS;Q;APR;NOTA_PROF;NOTA_NUM_AVAL;NF;GR
752;278121;240032;4.5;2015;1;N;3.7;3.7;3.7;32
752;278121;240055;3;2016;1;N;3.6;3.6;3.6;51
752;278121;240141;6;2017;1;S;7.8;7.8;7.8;30
752;278121;240031;6;2015;2;S;5;5;5;10
752;278121;240141;6;2016;2;N;4.3;4.3;4.3;43
752;278121;240133;6;2015;2;S;5.2;5.2;5.2;10
752;278121;240132;4.5;2015;1;S;5.2;5.2;5.2;32
752;278121;240043;4.5;2015;2;N;3.9;3.9;3.9;13
752;278121;240033;4.5;2016;1;N;4.1;4.1;4.1;52
752;278121;240042;6;2015;1;S;5.5;5.5;5.5;11
752;278128;240051;6;2015;2;S;6.4;6.4;6.4;10
752;278128;240073;4.5;2016;2;S;6.6;6.6;6.6;22
752;278128;240031;6;2014;1;S;9.3;9.3;9.3;
752;278128;240033;4.5;2014;2;S;6.3;6.3;6.3;11
752;278128;240055;3;2017;1;S;7.4;7.4;7.4;21
752;278128;240064;3;2017;1;S;9.8;9.8;9.8;
752;278128;240133;6;2014;1;S;6.9;6.9;6.9;20
752;278128;240172;6;2016;1;S;5.8;5.8;5.8;13
752;278128;240161;6;2015;2;S;7.3;7.3;7.3;24
752;278128;240053;6;2015;1;S;6.1;6.1;6.1;12
752;278128;240063;6;2015;2;S;7.9;7.9;7.9;13
752;278128;240061;6;2016;1;S;8;8;8;12
752;278128;240132;4.5;2014;1;S;9.6;9.6;9.6;
752;278128;240052;6;2015;2;S;8.6;8.6;8.6;22
752;278128;240072;7.5;2015;1;S;8.3;8.3;8.3;
752;278128;240062;4.5;2016;1;S;7;7;7;41
752;278128;240141;6;2014;2;S;7;7;7;22
752;278128;240041;6;2015;1;S;9;9;9;30
752;278128;240032;4.5;2014;1;S;9.5;9.5;9.5;21
752;278128;240044;3;2015;2;S;9.5;9.5;9.5;
752;278128;240043;4.5;2016;1;S;8.3;8.3;8.3;41
752;278128;240162;4.5;2016;2;S;8.6;8.6;8.6;40
752;278128;240171;6;2016;1;S;8.3;8.3;8.3;21
752;278128;240042;6;2015;1;S;7.9;7.9;7.9;21
752;278128;240151;4.5;2015;2;S;9.2;9.2;9.2;11
752;278128;240131;6;2014;1;S;7.4;7.4;7.4;10
752;278128;240054;4.5;2015;1;S;6.8;6.8;6.8;13
752;278128;240071;6;2015;2;S;8.5;8.5;8.5;
752;278138;240031;6;2014;2;S;5.2;5.2;5.2;22
752;278148;240043;4.5;2015;1;S;5.7;5.7;5.7;11
752;278148;240172;6;2016;1;N;4.4;4.4;4.4;11
752;278148;240171;6;2016;2;S;6.1;6.1;6.1;11
752;278148;240072;7.5;2016;2;S;6;6;6;11
752;278148;240161;6;2016;1;N;4.4;4.4;4.4;11
752;278148;240062;4.5;2015;2;S;7.2;7.2;7.2;22
752;278148;240073;4.5;2016;2;S;6.6;6.6;6.6;22
752;278148;240133;6;2014;2;S;6.2;6.2;6.2;20
752;278148;240032;4.5;2014;2;S;6.6;6.6;6.6;21
752;278148;240053;6;2015;2;S;5;5;5;23
752;278148;240151;4.5;2015;2;S;7.6;7.6;7.6;22
752;278148;240180;12;2016;2;S;5;5;5;10
752;278148;240132;4.5;2014;1;S;9;9;9;22
752;278148;240131;6;2014;1;S;5.7;5.7;5.7;10
752;278148;240051;6;2015;1;S;5.2;5.2;5.2;11
752;278148;240063;6;2016;1;S;6.8;6.8;6.8;11
752;278148;240405;3;2015;1;S;9;9;9;10
752;278148;240031;6;2014;2;S;6.7;6.7;6.7;21
752;278148;240052;6;2015;1;S;5.4;5.4;5.4;32
752;278148;240071;6;2016;1;S;6.7;6.7;6.7;11
752;278148;240044;3;2015;1;S;9.2;9.2;9.2;21
752;278148;240161;6;2016;2;S;7.1;7.1;7.1;10
752;278148;240061;6;2016;1;S;6.7;6.7;6.7;31
752;278148;240064;3;2016;1;S;7.3;7.3;7.3;13
752;278148;240055;3;2015;2;S;7.4;7.4;7.4;21
752;278148;240162;4.5;2015;2;S;5.8;5.8;5.8;10
752;278148;240141;6;2015;1;S;5;5;5;11
752;278148;240172;6;2016;2;S;6.4;6.4;6.4;20
752;278148;240033;4.5;2014;2;S;5.9;5.9;5.9;21
752;278148;240041;6;2014;2;S;5.6;5.6;5.6;20
752;278148;240054;4.5;2015;2;S;7.3;7.3;7.3;23
752;278148;240042;6;2015;1;S;6.1;6.1;6.1;11
752;278165;240133;6;2014;1;N;3.3;3.3;3.3;40
752;278165;240031;6;2014;1;N;4.4;4.4;4.4;42
752;278165;240131;6;2014;2;N;1.9;1.9;1.9;20
752;278165;240133;6;2014;2;N;0;0;0;20
752;278165;240033;4.5;2014;2;N;1.5;1.5;1.5;22
752;278165;240132;4.5;2014;2;N;0;0;0;22
752;278165;240032;4.5;2014;2;N;1.4;1.4;1.4;22
752;278169;240133;6;2016;1;N;4;4;4;40
752;278169;240403;3;2015;1;S;7.1;7.1;7.1;10
752;278169;240043;4.5;2017;1;N;4.6;4.6;4.6;30
752;278169;240141;6;2016;1;N;3.6;3.6;3.6;23
752;278169;240031;6;2016;1;N;4;4;4;52
752;278169;240141;6;2017;1;S;6.8;6.8;6.8;10
752;278169;240151;4.5;2017;1;S;6.6;6.6;6.6;30
752;278169;240043;4.5;2016;1;N;1;1;1;23
752;278169;240141;6;2016;2;N;2.9;2.9;2.9;43
752;278169;240131;6;2015;1;N;0;0;0;40
752;278169;240133;6;2016;2;S;5.4;5.4;5.4;40
752;278169;240031;6;2016;2;S;5;5;5;42
752;278169;240032;4.5;2015;1;N;3.8;3.8;3.8;42
752;278169;240131;6;2015;2;S;5;5;5;20
752;278169;240055;3;2017;1;S;5.6;5.6;5.6;42
752;278169;240141;6;2015;2;N;0;0;0;13
752;278169;240044;3;2016;1;S;5.6;5.6;5.6;21
752;278169;240033;4.5;2015;2;S;5.6;5.6;5.6;20
752;278169;240054;4.5;2017;1;N;0;0;0;51
752;278169;240052;6;2016;2;N;4.1;4.1;4.1;12
752;278169;240053;6;2017;1;S;5.1;5.1;5.1;43
752;278169;240133;6;2015;1;N;2.2;2.2;2.2;30
752;278169;240133;6;2015;2;N;2.4;2.4;2.4;40
752;278169;240031;6;2015;2;N;3.2;3.2;3.2;22
752;278169;240132;4.5;2015;2;S;6.2;6.2;6.2;22
752;278169;240132;4.5;2015;1;N;1.7;1.7;1.7;23
752;278169;240052;6;2017;1;S;6.1;6.1;6.1;30
752;278169;240055;3;2016;1;N;4.3;4.3;4.3;52
752;278169;240041;6;2015;1;S;5.3;5.3;5.3;30
752;278169;240033;4.5;2015;1;N;3.9;3.9;3.9;21
752;278169;240044;3;2015;2;N;0;0;0;42
752;278169;240042;6;2015;2;S;5.8;5.8;5.8;52
752;278169;240032;4.5;2016;1;S;5;5;5;52
752;278169;240051;6;2016;2;S;5.5;5.5;5.5;10
752;278169;240043;4.5;2016;2;N;3;3;3;40
752;278190;240132;4.5;2014;1;S;8.2;8.2;8.2;22
752;278190;240172;6;2015;2;S;6.1;6.1;6.1;41
752;278190;240406;3;2014;2;S;9.9;9.9;9.9;10
752;278190;240032;4.5;2014;1;S;7.3;7.3;7.3;22
752;278190;240062;4.5;2015;2;S;7.3;7.3;7.3;32
752;278190;240073;4.5;2016;1;S;6;6;6;
752;278190;240180;12;2016;2;S;8;8;8;10
752;278190;240063;6;2015;2;S;6.3;6.3;6.3;33
752;278190;240055;3;2015;1;S;8.1;8.1;8.1;12
752;278190;240052;6;2015;1;S;7.7;7.7;7.7;14
752;278190;240051;6;2015;1;S;7.6;7.6;7.6;12
752;278190;240031;6;2014;1;S;6.4;6.4;6.4;22
752;278190;240053;6;2015;1;S;6.6;6.6;6.6;12
752;278190;240072;7.5;2016;2;S;5.6;5.6;5.6;33
752;278190;240A008;1;2016;1;S;;;;
752;278190;240033;4.5;2014;1;S;5.7;5.7;5.7;22
752;278190;240044;3;2014;2;S;9.5;9.5;9.5;13
752;278190;240133;6;2014;1;N;3.4;3.4;3.4;20
752;278190;240071;6;2016;1;S;6;6;6;
752;278190;240151;4.5;2015;1;S;6.7;6.7;6.7;13
752;278190;240064;3;2015;2;S;9.8;9.8;9.8;41
752;278190;240133;6;2014;2;S;7.2;7.2;7.2;40
752;278190;240041;6;2014;2;S;5.8;5.8;5.8;20
752;278190;240042;6;2014;2;S;7.6;7.6;7.6;22
752;278190;240043;4.5;2014;2;S;6.9;6.9;6.9;21
752;278190;620A022;1.5;2015;2;S;;;;
752;278190;240171;6;2016;1;S;6;6;6;
752;278190;240061;6;2015;2;S;6.5;6.5;6.5;33
752;278190;240A001;3;2016;1;S;;;;
752;278190;240054;4.5;2015;1;S;6.4;6.4;6.4;12
752;278190;240141;6;2014;2;S;7.6;7.6;7.6;21
752;278190;240161;6;2015;2;S;5.8;5.8;5.8;31
752;278190;240162;4.5;2015;2;S;7.5;7.5;7.5;30
752;278190;240131;6;2014;1;S;5.3;5.3;5.3;20
752;278194;240032;4.5;2014;2;S;6.7;6.7;6.7;31
752;278194;240043;4.5;2014;2;S;7;7;7;13
752;278194;240063;6;2015;2;S;5.4;5.4;5.4;23
752;278194;240061;6;2015;2;S;5.7;5.7;5.7;14
752;278194;240162;4.5;2015;2;N;0;0;0;20
752;278194;240062;4.5;2015;2;S;6.6;6.6;6.6;22
752;278194;240131;6;2014;1;S;5.8;5.8;5.8;30
752;278194;240054;4.5;2015;1;S;6.1;6.1;6.1;31
752;278194;240A001;3;2016;2;S;;;;
752;278194;240033;4.5;2014;1;S;5.4;5.4;5.4;21
752;278194;240133;6;2014;1;N;0;0;0;30
752;278194;240502;3;2015;1;S;5.9;5.9;5.9;10
752;278194;240052;6;2015;1;S;5;5;5;34
752;278194;240180;12;2016;2;S;8;8;8;10
752;278194;240053;6;2015;1;S;5.7;5.7;5.7;41
752;278194;240151;4.5;2015;1;S;6;6;6;33
752;278194;240042;6;2014;2;S;5.9;5.9;5.9;12
752;278194;240161;6;2015;2;N;4.2;4.2;4.2;31
752;278194;240073;4.5;2016;1;S;6.2;6.2;6.2;32
752;278194;240161;6;2016;1;S;7.1;7.1;7.1;41
752;278194;240072;7.5;2016;1;S;6;6;6;31
752;278194;240051;6;2015;1;S;5;5;5;32
752;278194;240171;6;2016;1;S;5;5;5;32
752;278194;240032;4.5;2014;1;N;4.3;4.3;4.3;32
752;278194;240162;4.5;2016;1;S;5.4;5.4;5.4;40
752;278194;240044;3;2014;2;S;8.8;8.8;8.8;34
752;278194;240132;4.5;2015;1;S;8.4;8.4;8.4;22
752;278194;240133;6;2014;2;S;7.3;7.3;7.3;10
752;278194;240031;6;2014;1;S;6.6;6.6;6.6;32
752;278194;240172;6;2016;1;N;4.1;4.1;4.1;32
752;278194;240172;6;2016;2;S;5.9;5.9;5.9;30
752;278194;240141;6;2014;2;S;7.8;7.8;7.8;13
752;278194;240041;6;2014;2;S;6.7;6.7;6.7;10
752;278194;240055;3;2015;1;S;5.8;5.8;5.8;31
752;278194;240132;4.5;2014;1;N;1.9;1.9;1.9;31
752;278194;240064;3;2015;2;S;8;8;8;14
752;278194;240071;6;2016;2;S;7;7;7;
752;278206;240041;6;2014;2;S;5.2;5.2;5.2;30
752;278206;240042;6;2014;2;S;7.2;7.2;7.2;12
752;278206;240131;6;2014;2;S;5;5;5;30
752;278206;240031;6;2015;2;S;5.5;5.5;5.5;30
752;278206;240151;4.5;2016;1;N;4;4;4;42
752;278206;240151;4.5;2017;1;S;6.1;6.1;6.1;41
752;278206;240141;6;2015;2;N;2.7;2.7;2.7;41
752;278206;240141;6;2016;2;S;6.6;6.6;6.6;41
752;278206;240132;4.5;2015;1;N;4;4;4;31
752;278206;240043;4.5;2015;2;S;7.6;7.6;7.6;41
752;278206;240051;6;2017;1;N;4.2;4.2;4.2;40
752;278206;240033;4.5;2015;2;S;5.1;5.1;5.1;41
752;278206;240052;6;2016;2;S;5.4;5.4;5.4;32
752;278206;240132;4.5;2015;2;S;6.6;6.6;6.6;31
752;278206;240141;6;2016;1;N;4;4;4;40
752;278206;240062;4.5;2016;2;S;6.8;6.8;6.8;42
752;278206;240031;6;2015;1;N;4.6;4.6;4.6;32
752;278206;240133;6;2015;2;N;3.7;3.7;3.7;30
752;278206;240051;6;2016;2;N;2.5;2.5;2.5;30
752;278206;240133;6;2015;1;N;3.6;3.6;3.6;10
752;278206;240044;3;2015;1;S;10;10;10;12
752;278206;240133;6;2014;2;N;3.3;3.3;3.3;30
752;278206;240054;4.5;2017;1;N;4.4;4.4;4.4;21
752;278206;240053;6;2017;1;N;4;4;4;33
752;278206;240033;4.5;2015;1;N;0;0;0;11
752;278206;240055;3;2016;1;S;5;5;5;51
752;278206;240133;6;2016;1;S;6.1;6.1;6.1;40
752;278206;240032;4.5;2015;1;S;7;7;7;32
752;278209;240044;3;2015;2;S;7.4;7.4;7.4;41
752;278209;240042;6;2015;2;S;5.9;5.9;5.9;52
752;278209;240151;4.5;2016;2;N;1.4;1.4;1.4;23
752;278209;240033;4.5;2016;1;N;1.5;1.5;1.5;40
752;278209;240132;4.5;2016;1;N;1.4;4;4;51
752;278209;240053;6;2016;2;S;5;5;5;24
752;278209;240052;6;2016;2;S;6.4;6.4;6.4;21
752;278209;240061;6;2017;1;S;5.3;5.3;5.3;13
752;278209;240131;6;2015;1;S;5.2;5.2;5.2;30
752;278209;240132;4.5;2015;1;N;3.6;3.6;3.6;41
752;278209;240162;4.5;2016;2;S;5.4;5.4;5.4;40
752;278209;240031;6;2015;2;N;3.4;3.4;3.4;22
752;278209;240161;6;2017;1;S;9.3;9.3;9.3;43
752;278209;240062;4.5;2017;1;S;5.8;5.8;5.8;32
752;278209;240031;6;2017;1;S;5.8;5.8;5.8;20
752;278209;240055;3;2016;1;S;5;5;5;52
752;278209;240403;3;2015;2;S;5.9;5.9;5.9;10
752;278209;240031;6;2015;1;N;3.1;3.1;3.1;42
752;278209;240063;6;2017;1;S;5.2;5.2;5.2;41
752;278209;240033;4.5;2015;1;N;2.3;2.3;2.3;41
752;278209;240133;6;2016;1;S;5.3;5.3;5.3;40
752;278209;240133;6;2015;2;N;3.6;3.6;3.6;30
752;278209;240054;4.5;2016;2;S;5.6;5.6;5.6;41
752;278209;240141;6;2016;1;S;5.6;5.6;5.6;41
752;278209;240032;4.5;2015;1;S;5;5;5;42
752;278209;240133;6;2015;1;N;2.4;2.4;2.4;30
752;278209;240041;6;2015;2;S;5.5;5.5;5.5;50
752;278209;240033;4.5;2017;1;N;0;0;0;20
752;278209;240151;4.5;2017;1;N;1.9;1.9;1.9;40
752;278209;240132;4.5;2015;2;N;4;4;4;22
752;278209;240064;3;2016;2;S;7.2;7.2;7.2;14
752;278209;240043;4.5;2016;1;S;5.2;5.2;5.2;41
752;278209;240051;6;2016;2;S;5.8;5.8;5.8;20
752;278209;240031;6;2016;1;N;3.8;3.8;3.8;42
752;278214;240506;3;2014;2;S;7.4;7.4;7.4;10
752;278214;240054;4.5;2015;2;S;7.4;7.4;7.4;13
752;278214;240072;7.5;2016;1;S;5;5;5;31
752;278214;240071;6;2016;2;S;6.7;6.7;6.7;31
752;278214;240133;6;2014;1;N;4.2;4.2;4.2;20
752;278214;240031;6;2014;1;S;5.4;5.4;5.4;21
752;278214;240132;4.5;2014;1;S;5.3;5.3;5.3;21
752;278214;240054;4.5;2015;1;N;4.2;4.2;4.2;33
752;278214;240062;4.5;2016;1;S;5.2;5.2;5.2;21
752;278214;240051;6;2015;1;S;5;5;5;11
752;278214;240043;4.5;2014;2;S;7;7;7;31
752;278214;240055;3;2015;1;S;6.2;6.2;6.2;11
752;278214;240PE004;6;2016;0;S;7;7;7;10
752;278214;240073;4.5;2016;1;S;5.2;5.2;5.2;21
752;278214;240053;6;2015;1;S;7.2;7.2;7.2;31
752;278214;240063;6;2016;1;S;5.5;5.5;5.5;31
752;278214;240033;4.5;2014;1;S;5.5;5.5;5.5;23
752;278214;240141;6;2014;2;S;5.8;5.8;5.8;31
752;278214;240032;4.5;2014;1;S;6.7;6.7;6.7;21
752;278214;240052;6;2015;1;S;6.7;6.7;6.7;33
752;278214;240171;6;2016;2;S;6.1;6.1;6.1;24
752;278214;240172;6;2016;2;N;1.5;1.5;1.5;21
752;278214;240042;6;2015;1;S;6.3;6.3;6.3;31
752;278214;240161;6;2015;2;S;7.2;7.2;7.2;22
752;278214;240064;3;2016;1;S;8.5;8.5;8.5;12
752;278214;240172;6;2017;1;N;3.7;3.7;3.7;24
752;278214;240061;6;2015;2;S;5.4;5.4;5.4;22
752;278214;240131;6;2014;1;S;5.4;5.4;5.4;20
752;278214;240151;4.5;2015;1;S;5;5;5;41
752;278214;240133;6;2014;2;S;6.8;6.8;6.8;30
752;278214;240041;6;2014;2;S;6.7;6.7;6.7;30
752;278214;240162;4.5;2015;2;S;6;6;6;20
752;278214;240044;3;2014;2;S;9;9;9;31
752;278214;240180;12;2017;1;S;9;9;9;10
752;278234;240041;6;2015;2;S;5;5;5;50
752;278234;240043;4.5;2016;1;N;1.2;1.2;1.2;33
752;278234;240054;4.5;2017;1;N;3.8;3.8;3.8;34
752;278234;240133;6;2015;1;N;2.5;2.5;2.5;40
752;278234;240055;3;2016;1;S;6.4;6.4;6.4;52
752;278234;240052;6;2016;2;S;7.2;7.2;7.2;43
752;278234;240033;4.5;2015;1;N;2.4;2.4;2.4;42
752;278234;240031;6;2016;2;S;6.5;6.5;6.5;41
752;278234;240141;6;2017;1;S;6.8;6.8;6.8;20
752;278234;240062;4.5;2017;1;N;4.2;4.2;4.2;32
752;278234;240042;6;2015;2;S;6.1;6.1;6.1;52
752;278234;240132;4.5;2015;2;N;1.7;1.7;1.7;22
752;278234;240131;6;2015;1;N;0;0;0;40
752;278234;240043;4.5;2016;2;S;7.1;7.1;7.1;30
752;278234;240132;4.5;2016;1;S;5;5;5;52
752;278234;240132;4.5;2015;1;N;2.5;2.5;2.5;23
752;278234;240133;6;2014;2;N;2.8;2.8;2.8;40
752;278234;240131;6;2015;2;S;5;5;5;40
752;278234;240051;6;2017;1;S;5.4;5.4;5.4;40
752;278234;240151;4.5;2017;1;S;5.4;5.4;5.4;32
752;278234;240063;6;2017;1;S;5.5;5.5;5.5;23
752;278234;240133;6;2016;1;S;5;5;5;50
752;278234;240033;4.5;2016;1;S;5.3;5.3;5.3;52
752;278234;240032;4.5;2015;1;S;5.9;5.9;5.9;41
752;278234;240031;6;2015;2;N;2.1;2.1;2.1;22
752;278234;240053;6;2017;1;N;0.8;0.8;0.8;42
752;278234;240133;6;2015;2;N;3.4;3.4;3.4;40
752;278234;240064;3;2016;2;S;6.8;6.8;6.8;14
752;278234;240141;6;2016;1;N;3.8;3.8;3.8;13
752;278234;240141;6;2016;2;N;3.6;3.6;3.6;43
752;278234;240031;6;2014;2;N;1;1;1;32
752;278234;240031;6;2016;1;N;4.1;4.1;4.1;52
752;278234;240031;6;2015;1;N;3.5;3.5;3.5;41
752;278234;240402;3;2015;1;S;7.4;7.4;7.4;10
752;278234;240044;3;2015;1;S;7.7;7.7;7.7;32
752;278251;240033;4.5;2014;2;S;5.2;5.2;5.2;12
752;278251;240133;6;2014;2;S;5;5;5;10
752;278251;240072;7.5;2017;1;S;5.7;5.7;5.7;23
752;278251;240041;6;2015;1;S;5.3;5.3;5.3;40
752;278251;240053;6;2016;1;S;5;5;5;11
752;278251;240PE004;6;2015;2;S;8;8;8;10
752;278251;240073;4.5;2017;1;S;6;6;6;31
752;278251;240052;6;2016;1;S;5.9;5.9;5.9;23
752;278251;240031;6;2015;1;S;5;5;5;41
752;278251;240151;4.5;2015;2;S;7.7;7.7;7.7;34
752;278251;240162;4.5;2017;1;S;5.9;5.9;5.9;30
752;278251;240055;3;2015;2;S;7.3;7.3;7.3;32
752;278251;240044;3;2015;2;S;9;9;9;24
752;278251;240054;4.5;2016;1;N;4.2;4.2;4.2;22
752;278251;240042;6;2015;1;S;7;7;7;12
752;278251;240131;6;2014;2;S;6.5;6.5;6.5;10
752;278251;240032;4.5;2014;2;S;6.7;6.7;6.7;11
752;278251;240054;4.5;2016;2;S;7.6;7.6;7.6;10
752;278251;240063;6;2017;1;S;6.5;6.5;6.5;22
752;278251;240064;3;2016;2;S;9;9;9;33
752;278251;240PE009;12;2016;0;S;8;8;8;10
752;278251;240161;6;2016;2;S;9.5;9.5;9.5;23
752;278251;240132;4.5;2014;2;S;6.2;6.2;6.2;11
752;278251;240141;6;2015;1;N;3.3;3.3;3.3;32
752;278251;240051;6;2016;1;S;5.5;5.5;5.5;10
752;278251;240061;6;2017;1;S;5;5;5;23
752;278251;240403;3;2015;2;S;8.1;8.1;8.1;10
752;278251;240141;6;2015;2;S;7.4;7.4;7.4;32
752;278251;240043;4.5;2015;1;S;5.4;5.4;5.4;12
752;278251;240062;4.5;2016;2;S;6.7;6.7;6.7;21
752;278254;240162;4.5;2017;1;S;5.1;5.1;5.1;40
752;278254;240051;6;2016;1;S;5.4;5.4;5.4;50
752;278254;240061;6;2016;2;S;5;5;5;53
752;278254;240031;6;2015;1;N;2.2;2.2;2.2;42
752;278254;240041;6;2015;2;S;6.1;6.1;6.1;40
752;278254;240133;6;2015;2;S;6;6;6;40
752;278254;240033;4.5;2015;1;N;4.5;4.5;4.5;42
752;278254;240161;6;2016;2;S;5.1;5.1;5.1;43
752;278254;240042;6;2016;1;S;6.5;6.5;6.5;42
752;278254;240503;3;2016;1;S;7;7;7;12
752;278254;240151;4.5;2016;2;S;5.4;5.4;5.4;44
752;278254;240055;3;2016;2;S;6.4;6.4;6.4;22
752;278254;240032;4.5;2015;1;S;5.4;5.4;5.4;42
752;278254;240052;6;2016;1;S;7.6;7.6;7.6;51
752;278254;240031;6;2015;2;S;5.8;5.8;5.8;20
752;278254;240072;7.5;2017;1;S;5.5;5.5;5.5;12
752;278254;240043;4.5;2015;2;S;5.6;5.6;5.6;43
752;278254;240033;4.5;2015;2;S;5;5;5;30
752;278254;240044;3;2016;1;S;9;9;9;11
752;278254;240131;6;2015;1;S;6;6;6;40
752;278254;240054;4.5;2016;2;S;6;6;6;43
752;278254;240133;6;2015;1;N;3.3;3.3;3.3;40
752;278254;240064;3;2017;1;S;9;9;9;35
752;278254;240063;6;2017;1;S;5.7;5.7;5.7;43
752;278254;240053;6;2016;2;S;5.5;5.5;5.5;43
752;278254;240073;4.5;2017;1;N;4.7;4.7;4.7;21
752;278254;240062;4.5;2017;1;S;6.1;6.1;6.1;41
752;278254;240132;4.5;2015;2;S;6;6;6;11
752;278254;240141;6;2016;1;S;5;5;5;42
752;278254;240132;4.5;2015;1;N;0;0;0;42
752;278256;240031;6;2016;1;N;2.7;2.7;2.7;51
752;278256;240131;6;2016;1;S;5.8;5.8;5.8;50
752;278256;240403;3;2016;2;S;8.6;8.6;8.6;10
752;278256;240132;4.5;2016;1;S;9.8;9.8;9.8;51
752;278256;240041;6;2016;2;S;5.6;5.6;5.6;20
752;278256;240031;6;2017;1;N;4.1;4.1;4.1;52
752;278256;240133;6;2016;1;N;2.2;2.2;2.2;50
752;278256;240133;6;2017;1;N;2.3;2.3;2.3;50
752;278256;240032;4.5;2016;1;S;7.2;7.2;7.2;51
752;278256;240141;6;2017;1;N;2.8;2.8;2.8;41
752;278256;240044;3;2016;2;S;7;7;7;35
752;278256;240053;6;2017;1;N;0.9;0.9;0.9;22
752;278256;240043;4.5;2016;2;S;5.1;5.1;5.1;12
752;278256;240054;4.5;2017;1;N;2.5;2.5;2.5;11
752;278256;240055;3;2017;1;N;4.6;4.6;4.6;41
752;278256;240151;4.5;2017;1;N;4;4;4;13
752;278256;240033;4.5;2016;1;S;5;5;5;51
752;278256;240042;6;2016;2;S;6.3;6.3;6.3;11
752;278260;240031;6;2014;2;S;7.3;7.3;7.3;10
752;278260;240043;4.5;2014;2;S;8.3;8.3;8.3;21
752;278260;240162;4.5;2015;2;S;8;8;8;20
752;278260;240051;6;2015;1;S;6.4;6.4;6.4;22
752;278260;240141;6;2014;2;S;7.8;7.8;7.8;21
752;278260;240132;4.5;2014;1;S;9.1;9.1;9.1;12
752;278260;240172;6;2016;1;S;7.2;7.2;7.2;
752;278260;240031;6;2014;1;N;4.2;4.2;4.2;11
752;278260;240044;3;2014;2;S;8;8;8;13
752;278260;240042;6;2014;2;S;8.1;8.1;8.1;21
752;278260;240032;4.5;2014;1;S;5.3;5.3;5.3;12
752;278260;240064;3;2015;2;S;10;10;10;12
752;278260;240071;6;2016;1;S;7.2;7.2;7.2;
752;278260;240180;12;2016;2;S;9;9;9;10
752;278260;240041;6;2014;2;S;6.4;6.4;6.4;20
752;278260;240063;6;2015;2;S;7.7;7.7;7.7;22
752;278260;240061;6;2015;2;S;5.5;5.5;5.5;24
752;278260;240053;6;2015;1;S;5;5;5;21
752;278260;240054;4.5;2015;1;S;5;5;5;21
752;278260;240501;3;2015;1;S;8.7;8.7;8.7;10
752;278260;240055;3;2015;1;S;8;8;8;11
752;278260;240171;6;2016;2;S;8.8;8.8;8.8;22
752;278260;240151;4.5;2015;1;S;6.1;6.1;6.1;21
752;278260;240072;7.5;2016;2;S;6.7;6.7;6.7;12
752;278260;240062;4.5;2015;2;S;9.7;9.7;9.7;21
752;278260;240073;4.5;2016;2;S;6.2;6.2;6.2;32
752;278260;240131;6;2014;1;S;6.1;6.1;6.1;10
752;278260;240161;6;2015;2;S;6;6;6;23
752;278260;620A017;4.5;2015;0;S;;;;
752;278260;240133;6;2014;1;S;7.9;7.9;7.9;10
752;278260;240052;6;2015;1;S;8.1;8.1;8.1;22
752;278260;240033;4.5;2014;1;S;5.2;5.2;5.2;11
752;278275;240064;3;2017;1;S;9;9;9;33
752;278275;240151;4.5;2016;1;N;3.5;3.5;3.5;54
752;278275;240504;3;2015;1;S;8;8;8;10
752;278275;240031;6;2014;2;N;1.7;1.7;1.7;22
752;278275;240132;4.5;2014;2;S;5.2;5.2;5.2;22
752;278275;240151;4.5;2016;2;S;6.4;6.4;6.4;24
752;278275;240031;6;2016;1;N;4.4;4.5;4.5;30
752;278275;240031;6;2016;2;S;5.1;5.1;5.1;32
752;278275;240033;4.5;2014;2;S;5.9;5.9;5.9;22
752;278275;240054;4.5;2017;1;S;6.6;6.6;6.6;51
752;278275;240141;6;2017;1;S;8.8;8.8;8.8;20
752;278275;240041;6;2015;1;S;5.4;5.4;5.4;10
752;278275;240141;6;2016;2;N;3.8;3.8;3.8;10
752;278275;240053;6;2017;1;S;6.8;6.8;6.8;34
752;278275;240141;6;2016;1;N;3.7;3.7;3.7;12
752;278275;240133;6;2016;1;N;2.9;2.9;2.9;40
752;278275;240051;6;2015;2;S;6;6;6;21
752;278275;240042;6;2015;1;S;5.4;5.4;5.4;22
752;278275;240133;6;2015;1;N;3.6;3.6;3.6;40
752;278275;240131;6;2015;2;N;2.8;2.8;2.8;40
752;278275;240133;6;2015;2;N;2;2;2;30
752;278275;240052;6;2016;1;S;6;6;6;23
752;278275;240031;6;2015;1;N;4.5;4.5;4.5;40
752;278275;240044;3;2015;1;S;7.7;7.7;7.7;32
752;278275;240043;4.5;2015;2;S;5;5;5;13
752;278275;240031;6;2015;2;N;2.2;4.5;4.5;32
752;278275;240055;3;2015;2;S;6.2;6.2;6.2;22
752;278275;240161;6;2017;1;S;7.4;7.4;7.4;32
752;278275;240141;6;2015;2;N;2.3;2.3;2.3;33
752;278275;240133;6;2016;2;S;6.8;6.8;6.8;30
752;278275;240162;4.5;2016;2;S;5.5;5.5;5.5;40
752;278275;240061;6;2017;1;N;2.1;2.1;2.1;24
752;278275;240131;6;2016;1;S;5;5;5;30
752;278275;240062;4.5;2016;2;S;7.5;7.5;7.5;43
752;278275;240032;4.5;2015;1;S;5;5;5;42
752;278286;240033;4.5;2014;2;S;5.7;5.7;5.7;21
